Participant,Session,Session_Game_MATB,SYSMON,TRACK,RESMAN,session_factor_MATB,Group_MATB,SYSMON_log,TRACK_log,RESMAN_log,SYSMON_log_inv,TRACK_log_inv,RESMAN_log_inv,SYSMON_z,TRACK_z,RESMAN_z,MATB_z_mean,Date,Session_Game_SF,TotalScore,Flight,Bonus,Mine,Fortress,NumberofBonus,NumberofMine,Bonus_Prct,Mine_Prct,FortressShot,session_factor_SF,Group_SF,SF_zscore
P006,T02,5.0,1.55,4.81,85.93,3.0,B,0.9360933591703348,1.7595805708638197,4.465103197090973,-0.9360933591703348,-1.7595805708638197,-4.465103197090973,0.8931330244834722,-2.0259613024573797,1.1299733312604994,-0.0009516489044693414,0023-03-15 11:47:57,6.0,2090.0,-50.0,850.0,790.0,500.0,14.0,19.0,71.4285714285714,84.2105263157895,31.0,3.0,B,-0.927554958840616
P006,T03,5.0,2.65,4.08,104.63,4.0,B,1.2947271675944,1.6253112615903906,4.659942421835071,-1.2947271675944,-1.6253112615903906,-4.659942421835071,-0.06109398981621241,-1.2800969469701977,0.7823773116014676,-0.18627120839498082,0023-03-16 12:28:40,9.0,2670.0,-50.0,900.0,1070.0,750.0,13.0,21.0,84.6153846153846,95.2380952380952,46.0,4.0,B,-0.665524790321602
P006,T04,9.0,1.91,4.53,78.44,5.0,B,1.0681530811834012,1.7101878155342434,4.375002019736917,-1.0681530811834012,-1.7101878155342434,-4.375002019736917,0.5417580250111168,-1.7515851563448819,1.2907151462415247,0.02696267163591992,0023-03-17 10:33:54,8.0,2910.0,-50.0,850.0,1110.0,1000.0,10.0,20.0,100.0,100.0,57.0,5.0,B,-0.557098513693044
P006,T05,7.0,1.3,3.76,140.8,6.0,B,0.8329091229351039,1.5602476682433286,4.954417614098027,-0.8329091229351039,-1.5602476682433286,-4.954417614098027,1.1676782105555912,-0.9186694891238053,0.25702927219426286,0.16867933120868292,0023-03-23 15:35:16,5.0,3090.0,0.0,850.0,990.0,1250.0,12.0,20.0,83.3333333333333,95.0,62.0,6.0,B,-0.475778806221625
P006,T06,10.0,1.42,3.92,100.27,7.0,B,0.883767540168595,1.5933085305042167,4.617790217344194,-0.883767540168595,-1.5933085305042167,-4.617790217344194,1.0323577960024344,-1.1023221708535655,0.8575774594162949,0.26253769485505457,0023-03-24 15:55:08,8.0,4440.0,-50.0,800.0,940.0,2750.0,13.0,19.0,76.9230769230769,94.7368421052632,137.0,7.0,B,0.134118999814012
P006,T07,3.0,1.45,3.59,99.32,8.0,B,0.8960880245566357,1.5238800240724537,4.608365076884611,-0.8960880245566357,-1.5238800240724537,-4.608365076884611,0.9995763382698594,-0.7166476747056039,0.8743920475095353,0.3857735703579303,0023-04-03 17:19:56,7.0,4000.0,-150.0,1100.0,800.0,2250.0,14.0,20.0,92.8571428571429,80.0,113.0,8.0,B,-0.0646625073383437
P006,T08,1.0,1.43,3.94,93.99,9.0,B,0.887891257352457,1.597365331199831,4.553771622902091,-0.887891257352457,-1.597365331199831,-4.553771622902091,1.0213857062447393,-1.1248576486373416,0.9717875659360024,0.2894385411811334,0023-04-06 10:52:16,3.0,4410.0,-100.0,850.0,910.0,2750.0,14.0,19.0,85.7142857142857,89.4736842105263,155.0,9.0,B,0.120565715235443
P006,T09,2.0,1.33,3.18,108.29,10.0,B,0.8458682675776092,1.430311246536665,4.694004899688582,-0.8458682675776092,-1.430311246536665,-4.694004899688582,1.1331974516041832,-0.19687427058140883,0.7216093541372814,0.5526441783866852,0023-04-13 11:14:58,1.0,3990.0,-150.0,750.0,890.0,2500.0,11.0,21.0,90.9090909090909,80.9523809523809,130.0,10.0,B,-0.0691802688645336
P006,T10,7.0,1.3,3.62,89.04,11.0,B,0.8329091229351039,1.5303947050936475,4.500254016038531,-0.8329091229351039,-1.5303947050936475,-4.500254016038531,1.1676782105555912,-0.7528366473559521,1.067263757405573,0.49403510686840396,0023-04-18 15:07:16,9.0,4420.0,-350.0,600.0,920.0,3250.0,12.0,20.0,75.0,85.0,171.0,11.0,B,0.125083476761633
P007,E1,5.0,3.27,3.31,444.31,1.0,B,1.451613827240533,1.4609379041156565,6.098770668846224,-1.451613827240533,-1.4609379041156565,-6.098770668846224,-0.4785267172978375,-0.3670049753529843,-1.7845132736537925,-0.8766816554348714,0023-01-20 18:26:40,0.0,2185.0,-85.0,200.0,570.0,1500.0,13.0,18.0,30.7692307692308,77.7777777777778,83.0,1.0,B,-0.884636224341812
P007,E2,3.0,1.6,2.64,202.85,12.0,B,0.9555114450274363,1.2919836816486494,5.317384429265262,-0.9555114450274363,-1.2919836816486494,-5.317384429265262,0.8414667798194244,0.571533644746479,-0.3905088217709165,0.3408305342649957,0023-04-20 11:43:29,2.0,7925.0,-705.0,400.0,980.0,7250.0,12.0,20.0,83.3333333333333,90.0,335.0,12.0,B,1.7085588916912
P007,E3,1.0,1.66,2.95,157.12,13.0,B,0.9783261227936078,1.3737155789130306,5.063354238428484,-0.9783261227936078,-1.3737155789130306,-5.063354238428484,0.7807631279727452,0.11751396440612587,0.06268474499707548,0.3203206124586488,0023-05-23 14:32:51,3.0,7835.0,-85.0,600.0,820.0,6500.0,14.0,18.0,92.8571428571429,94.4444444444444,328.0,13.0,B,1.66789903795549
P007,T01,8.0,2.36,3.08,276.53,2.0,B,1.2119409739751128,1.4060969884160703,5.625929035451337,-1.2119409739751128,-1.4060969884160703,-5.625929035451337,0.15917755320897442,-0.06236436564148945,-0.9409569008905286,-0.28138123777434787,0023-03-21 11:06:09,9.0,3535.0,-385.0,450.0,970.0,2500.0,10.0,21.0,70.0,85.7142857142857,136.0,2.0,B,-0.274738418306174
P007,T02,6.0,2.27,2.87,232.58,3.0,B,1.184789984909162,1.3532545070416904,5.45352463085042,-1.184789984909162,-1.3532545070416904,-5.45352463085042,0.23141894992930384,0.23117496606374147,-0.6333849276922549,-0.05693033723306984,0023-03-24 11:08:22,10.0,3995.0,-335.0,150.0,930.0,3250.0,10.0,19.0,70.0,89.4736842105263,171.0,3.0,B,-0.0669213881014386
P007,T03,9.0,2.47,2.78,112.96,4.0,B,1.244154593958768,1.3297240096314962,4.735847509629708,-1.244154593958768,-1.3297240096314962,-4.735847509629708,0.07346587267371228,0.36188658869827023,0.646961527516213,0.36077132962939856,0023-03-29 15:12:06,9.0,4100.0,-450.0,100.0,450.0,4000.0,16.0,17.0,37.5,58.8235294117647,196.0,4.0,B,-0.0194848920764446
P007,T04,8.0,2.83,2.74,175.18,5.0,B,1.3428648031925547,1.3190856114264407,5.17150619968165,-1.3428648031925547,-1.3190856114264407,-5.17150619968165,-0.1891751445018815,0.4209827593985389,-0.13025993182194312,0.03384922769157143,0023-03-31 12:06:40,6.0,5610.0,-300.0,350.0,810.0,4750.0,13.0,19.0,69.2307692307692,84.2105263157895,214.0,5.0,B,0.662697098378232
P007,T05,4.0,2.78,2.65,201.28,6.0,B,1.3297240096314962,1.2947271675944,5.309652876211782,-1.3297240096314962,-1.2947271675944,-5.309652876211782,-0.15421106718747954,0.5562936141855978,-0.37671561831970174,0.008455642892805482,0023-04-04 16:26:21,10.0,6800.0,-50.0,450.0,900.0,5500.0,12.0,18.0,83.3333333333333,94.4444444444444,257.0,6.0,B,1.20031071999483
P007,T06,3.0,2.53,3.04,156.43,7.0,B,1.2612978709452054,1.3962446919730587,5.058980915026537,-1.2612978709452054,-1.3962446919730587,-5.058980915026537,0.027852275656842146,-0.007634980525111538,0.07048681775319068,0.030234704294973765,0023-04-07 12:10:03,9.0,6520.0,-150.0,350.0,820.0,5500.0,16.0,19.0,62.5,84.2105263157895,261.0,7.0,B,1.07381339726151
P007,T07,4.0,1.81,3.19,197.64,8.0,B,1.0331844833456545,1.4327007339340463,5.2914941411999115,-1.0331844833456545,-1.4327007339340463,-5.2914941411999115,0.6347999522504574,-0.21014784357613675,-0.34432017012153027,0.02677731285093012,0023-04-11 16:37:42,6.0,7640.0,-300.0,250.0,690.0,7000.0,11.0,18.0,72.7272727272727,77.7777777777778,316.0,8.0,B,1.57980268819478
P007,T08,9.0,1.7,2.7,218.27,9.0,B,0.9932517730102834,1.308332819650179,5.39030384716041,-0.9932517730102834,-1.308332819650179,-5.39030384716041,0.7410500325863254,0.4807143849746934,-0.5205981271943854,0.2337220967888778,0023-04-13 19:54:52,7.0,6950.0,-350.0,250.0,800.0,6250.0,12.0,20.0,66.6666666666667,75.0,300.0,9.0,B,1.26807714288768
P007,T09,7.0,1.61,2.69,222.67,10.0,B,0.9593502213346021,1.3056264580524357,5.410171751322179,-0.9593502213346021,-1.3056264580524357,-5.410171751322179,0.831252840229491,0.4957481902406853,-0.5560427580928525,0.2569860907924412,0023-04-14 19:28:35,8.0,8215.0,-385.0,850.0,1000.0,6750.0,19.0,20.0,84.2105263157895,95.0,339.0,10.0,B,1.8395739759507
P007,T10,5.0,1.96,2.65,159.71,11.0,B,1.085189268335969,1.2947271675944,5.0796014985609785,-1.085189268335969,-1.2947271675944,-5.0796014985609785,0.4964293649132851,0.5562936141855978,0.0336993958722407,0.36214079165704116,0023-04-18 18:19:28,10.0,8445.0,-405.0,500.0,850.0,7500.0,16.0,19.0,81.25,84.2105263157895,373.0,11.0,B,1.94348249105307
P008,E1,2.0,6.57,4.14,69.29,1.0,A,2.0241930674493576,1.6370530794670737,4.252629541187814,-2.0241930674493576,-1.6370530794670737,-4.252629541187814,-2.0020043315120404,-1.3453226003248708,1.509029433394666,-0.6127658328140818,0023-01-30 19:28:36,0.0,2490.0,-100.0,300.0,1040.0,1250.0,13.0,22.0,46.1538461538462,86.3636363636364,77.0,1.0,A,-0.74684449779302
P008,E2,1.0,1.48,2.5,161.19,12.0,A,0.9082585601768908,1.252762968495368,5.088768487499598,-0.9082585601768908,-1.252762968495368,-5.088768487499598,0.9671938534216611,0.7894042221414047,0.017345353858844663,0.5913144764739702,0023-04-04 17:46:50,3.0,6710.0,-100.0,650.0,1160.0,5000.0,11.0,22.0,100.0,95.4545454545455,283.0,12.0,A,1.15965086625912
P008,E3,5.0,1.53,2.89,165.04,13.0,A,0.928219302739429,1.358409157630355,5.112228723184838,-0.928219302739429,-1.358409157630355,-5.112228723184838,0.9140837468693717,0.20254094567679978,-0.024508048889819823,0.36403888121878386,0023-05-02 18:38:30,3.0,6740.0,-50.0,700.0,1090.0,5000.0,15.0,20.0,80.0,100.0,280.0,13.0,A,1.17320415083769
P008,T01,8.0,2.53,3.54,88.31,2.0,A,1.2612978709452054,1.5129270120532565,4.4921134636957945,-1.2612978709452054,-1.5129270120532565,-4.4921134636957945,0.027852275656842146,-0.6558038281516204,1.0817866215561454,0.15127835635378903,0023-03-02 12:12:29,3.0,2675.0,-185.0,1050.0,1060.0,750.0,19.0,20.0,63.1578947368421,100.0,41.0,2.0,A,-0.663265909558507
P008,T02,10.0,2.33,2.86,187.02,3.0,A,1.2029723039923526,1.3506671834767394,5.236548340150405,-1.2029723039923526,-1.3506671834767394,-5.236548340150405,0.18304074451683058,0.24554751652707232,-0.24629605938679414,0.06076406721903626,0023-03-03 18:41:16,3.0,3890.0,-50.0,300.0,1140.0,2500.0,12.0,22.0,50.0,95.4545454545455,142.0,3.0,A,-0.114357884126433
P008,T03,2.0,1.74,2.99,161.83,4.0,A,1.007957920399979,1.3837912309017721,5.092706711776129,-1.007957920399979,-1.3837912309017721,-5.092706711776129,0.7019209745168004,0.06154384199049654,0.010319504290592715,0.25792810693262985,0023-03-08 18:19:53,10.0,4600.0,-50.0,400.0,1000.0,3250.0,11.0,21.0,72.7272727272727,90.4761904761905,196.0,4.0,A,0.206403184233051
P008,T04,4.0,1.71,2.46,182.06,5.0,A,0.9969486348916096,1.2412685890696329,5.2098139679566335,-0.9969486348916096,-1.2412685890696329,-5.2098139679566335,0.7312136886822257,0.8532553579556384,-0.19860154933706942,0.4619558324335982,0023-03-10 18:56:28,6.0,4760.0,0.0,900.0,1110.0,2750.0,18.0,21.0,72.2222222222222,95.2380952380952,164.0,5.0,A,0.278687368652089
P008,T05,2.0,1.87,2.53,119.54,6.0,A,1.0543120297715298,1.2612978709452054,4.7919816480548985,-1.0543120297715298,-1.2612978709452054,-4.7919816480548985,0.5785852979934267,0.7419929443941551,0.546817405565346,0.6224652159843093,0023-03-15 15:19:11,4.0,5040.0,-100.0,500.0,890.0,3750.0,13.0,20.0,76.9230769230769,85.0,218.0,6.0,A,0.405184691385407
P008,T06,3.0,1.53,2.77,184.17,7.0,A,0.928219302739429,1.3270750014599193,5.221274322049725,-0.928219302739429,-1.3270750014599193,-5.221274322049725,0.9140837468693717,0.37660179638992447,-0.21904698824637356,0.3572128516709742,0023-03-17 18:50:37,9.0,6610.0,-100.0,350.0,1110.0,5250.0,11.0,23.0,72.7272727272727,91.304347826087,295.0,7.0,A,1.11447325099722
P008,T07,2.0,1.38,2.77,118.73,8.0,A,0.8671004876833833,1.3270750014599193,4.785239207728752,-0.8671004876833833,-1.3270750014599193,-4.785239207728752,1.0767042891566267,0.37660179638992447,0.5588460174797852,0.6707173676754454,0023-03-21 18:42:23,3.0,5780.0,-100.0,650.0,980.0,4250.0,16.0,20.0,62.5,90.0,235.0,8.0,A,0.73949904432346
P008,T08,3.0,1.26,2.5,217.43,9.0,A,0.8153648132841944,1.252762968495368,5.3864655970747295,-0.8153648132841944,-1.252762968495368,-5.3864655970747295,1.2143588464100359,0.7894042221414047,-0.5137506330412411,0.4966708118367332,0023-03-23 11:48:01,7.0,5810.0,-150.0,750.0,960.0,4250.0,14.0,21.0,78.5714285714286,85.7142857142857,245.0,9.0,A,0.75305232890203
P008,T09,3.0,2.15,2.72,114.92,10.0,A,1.1474024528375417,1.3137236682850553,4.752900298012427,-1.1474024528375417,-1.3137236682850553,-4.752900298012427,0.3308970032046125,0.4507682873568611,0.6165391042402737,0.4660681316005824,0023-03-28 18:03:22,1.0,6360.0,0.0,1000.0,1110.0,4250.0,17.0,21.0,76.4705882352941,100.0,229.0,10.0,A,1.00152921284247
P008,T10,1.0,1.68,2.89,109.94,11.0,A,0.9858167945227652,1.358409157630355,4.708989514627088,-0.9858167945227652,-1.358409157630355,-4.708989514627088,0.7608324879959334,0.20254094567679978,0.6948765824605871,0.5527500053777734,0023-03-30 17:35:03,4.0,5870.0,-100.0,450.0,1020.0,4500.0,13.0,21.0,76.9230769230769,90.4761904761905,262.0,11.0,A,0.780158898059169
P009,E1,5.0,3.98,4.0,131.41,1.0,A,1.6054298910365616,1.6094379124341003,4.885903169351665,-1.6054298910365616,-1.6094379124341003,-4.885903169351665,-0.8877894244374279,-1.1919206883602012,0.3792600412514851,-0.5668166905153813,0023-03-16 17:37:34,0.0,760.0,-540.0,500.0,550.0,250.0,13.0,17.0,46.1538461538462,76.4705882352941,20.0,1.0,A,-1.52841724182387
P009,E2,5.0,1.06,2.17,136.15,12.0,A,0.7227059828014898,1.1537315878891892,4.9210752173836125,-0.7227059828014898,-1.1537315878891892,-4.9210752173836125,1.4608987907296824,1.3395223188869174,0.3165125944002751,1.0389779013389584,0023-05-12 09:43:28,4.0,2810.0,-120.0,750.0,930.0,1250.0,12.0,19.0,75.0,94.7368421052632,76.0,12.0,A,-0.602276128954943
P009,E3,2.0,1.39,2.26,113.06,13.0,A,0.8712933659434192,1.1817271953786161,4.736724625728393,-0.8712933659434192,-1.1817271953786161,-4.736724625728393,1.0655481805873388,1.1840070648831065,0.6453967395989837,0.964983995023143,0023-06-09 15:21:48,1.0,3360.0,-220.0,1450.0,880.0,1250.0,17.0,18.0,94.1176470588235,94.4444444444444,66.0,13.0,A,-0.353799245014498
P009,T01,10.0,2.81,3.2,198.98,2.0,A,1.3376291891386096,1.4350845252893227,5.298217361547703,-1.3376291891386096,-1.4350845252893227,-5.298217361547703,-0.1752445996135589,-0.22338977512728855,-0.35631449331416426,-0.2516496226850039,0023-03-29 17:22:02,4.0,325.0,-1085.0,250.0,910.0,250.0,12.0,19.0,41.6666666666667,89.4736842105263,20.0,2.0,A,-1.72493986821314
P009,T02,4.0,3.4,3.26,89.74,3.0,A,1.4816045409242156,1.449269160281279,4.507998274235818,-1.4816045409242156,-1.449269160281279,-4.507998274235818,-0.5583238488088129,-0.3021852474012351,1.053447887792439,0.06431293052746363,0023-03-31 15:12:27,2.0,1830.0,-290.0,850.0,1020.0,250.0,14.0,20.0,78.5714285714286,95.0,21.0,3.0,A,-1.04501675852155
P009,T03,5.0,1.71,3.14,248.59,4.0,A,0.9969486348916096,1.420695787837223,5.519819571590121,-0.9969486348916096,-1.420695787837223,-5.519819571590121,0.7312136886822257,-0.14346051620684816,-0.7516560692189027,-0.054634298914508404,0023-04-04 14:51:34,6.0,1515.0,-675.0,1300.0,640.0,250.0,15.0,21.0,93.3333333333333,61.9047619047619,17.0,4.0,A,-1.18732624659654
P009,T04,10.0,1.9,2.76,97.18,5.0,A,1.0647107369924282,1.324418957401803,4.586802528629907,-1.0647107369924282,-1.324418957401803,-4.586802528629907,0.550917166571078,0.3913560883444484,0.912859948194754,0.6183777343700935,0023-04-07 19:41:24,8.0,2335.0,-185.0,1350.0,920.0,250.0,15.0,19.0,93.3333333333333,94.7368421052632,24.0,5.0,A,-0.816869801448963
P009,T05,3.0,1.43,2.69,96.27,6.0,A,0.887891257352457,1.3056264580524357,4.577490616881349,-0.887891257352457,-1.3056264580524357,-4.577490616881349,1.0213857062447393,0.4957481902406853,0.9294725346155123,0.8155354770336456,0023-04-11 14:56:02,4.0,2460.0,-150.0,1100.0,760.0,750.0,16.0,19.0,75.0,78.9473684210526,54.0,6.0,A,-0.76039778237159
P009,T06,9.0,1.53,2.51,80.77,7.0,A,0.928219302739429,1.2556160374777743,4.4039104281738854,-0.928219302739429,-1.2556160374777743,-4.4039104281738854,0.9140837468693717,0.7735554591646817,1.239142123814622,0.9755937766162252,0023-04-14 17:22:04,3.0,2980.0,0.0,1250.0,980.0,750.0,15.0,20.0,93.3333333333333,95.0,52.0,7.0,A,-0.525474183009714
P009,T07,8.0,1.49,2.89,60.13,8.0,A,0.9122827104766164,1.358409157630355,4.113002744040634,-0.9122827104766164,-1.358409157630355,-4.113002744040634,0.9564866840600381,0.20254094567679978,1.7581256766682833,0.9723844354683737,0023-04-18 13:34:46,8.0,3285.0,-135.0,1500.0,920.0,1000.0,20.0,20.0,85.0,85.0,58.0,8.0,A,-0.387682456460922
P009,T08,9.0,1.4,2.36,124.93,9.0,A,0.8754687373538999,1.2119409739751128,4.835726197017755,-0.8754687373538999,-1.2119409739751128,-4.835726197017755,1.05443865298278,1.0161698977623848,0.46877649198010946,0.8464616809084249,0023-05-02 11:12:24,10.0,2720.0,-300.0,1400.0,870.0,750.0,17.0,20.0,88.2352941176471,80.0,45.0,9.0,A,-0.642935982690652
P009,T09,6.0,1.49,2.34,93.12,10.0,A,0.9122827104766164,1.205970806988609,4.544570563859161,-0.9122827104766164,-1.205970806988609,-4.544570563859161,0.9564866840600381,1.0493341016719424,0.9882023895125727,0.9980077250815178,0023-05-04 10:51:01,7.0,3170.0,-50.0,1350.0,870.0,1000.0,16.0,18.0,93.75,88.8888888888889,54.0,10.0,A,-0.439636714012106
P009,T10,6.0,1.15,2.23,123.97,11.0,A,0.7654678421395714,1.172482137234565,4.828073708497692,-0.7654678421395714,-1.172482137234565,-4.828073708497692,1.3471211144381277,1.2353632487449888,0.48242864315015177,1.0216376687777562,0023-05-10 15:11:17,6.0,3440.0,0.0,1350.0,840.0,1250.0,17.0,17.0,88.2352941176471,94.1176470588235,68.0,11.0,A,-0.317657152804979
P010,E1,3.0,2.44,3.78,80.6,1.0,A,1.235471471385307,1.5644405465033644,4.401829261970061,-1.235471471385307,-1.5644405465033644,-4.401829261970061,0.09656929999552924,-0.9419608760980934,1.2428549546865804,0.13248779286133872,,,,,,,,,,,,,,,
P011,E1,5.0,3.71,3.98,297.01,1.0,A,1.5496879080283263,1.6054298910365616,5.697127042989359,-1.5496879080283263,-1.6054298910365616,-5.697127042989359,-0.7394751697082776,-1.169656178975065,-1.0679751851214083,-0.9923688446015836,0023-04-03 19:24:30,0.0,1290.0,-450.0,200.0,790.0,750.0,13.0,20.0,53.8461538461538,75.0,37.0,1.0,A,-1.28897588093581
P011,E2,3.0,1.17,3.38,178.93,12.0,A,0.7747271675523681,1.4770487243883548,5.192567886364428,-0.7747271675523681,-1.4770487243883548,-5.192567886364428,1.322484568090454,-0.4565003830830955,-0.1678342881552458,0.23271663228403758,0023-05-22 18:29:00,2.0,6490.0,-100.0,300.0,1040.0,5250.0,7.0,20.0,100.0,95.0,287.0,12.0,A,1.06026011268294
P011,E3,4.0,1.1,3.55,202.33,13.0,A,0.7419373447293773,1.5151272329628591,5.31483027492225,-0.7419373447293773,-1.5151272329628591,-5.31483027492225,1.4097293676515725,-0.668026028143193,-0.3859521731577233,0.1185837221168854,0023-06-22 18:24:49,3.0,5860.0,-150.0,800.0,960.0,4250.0,14.0,19.0,85.7142857142857,94.7368421052632,244.0,13.0,A,0.775641136532979
P011,T01,6.0,2.33,3.74,142.4,2.0,A,1.2029723039923526,1.556037135706985,4.96563792816552,-1.2029723039923526,-1.556037135706985,-4.96563792816552,0.18304074451683058,-0.8952800328625661,0.23701206819282453,-0.15840907338430366,0023-04-19 19:21:17,10.0,2350.0,-450.0,200.0,850.0,1750.0,12.0,19.0,41.6666666666667,84.2105263157895,118.0,2.0,A,-0.810093159159679
P011,T02,8.0,2.69,3.32,147.11,3.0,A,1.3056264580524357,1.463255402256019,4.997955240938881,-1.3056264580524357,-1.463255402256019,-4.997955240938881,-0.09009403707181987,-0.3798786489136647,0.17935751069368405,-0.09687172509726684,0023-04-21 16:54:22,8.0,3340.0,-50.0,500.0,1140.0,1750.0,9.0,22.0,88.8888888888889,95.4545454545455,87.0,3.0,A,-0.362834768066878
P011,T03,2.0,2.11,2.95,184.17,4.0,A,1.1346227261911428,1.3737155789130306,5.221274322049725,-1.1346227261911428,-1.3737155789130306,-5.221274322049725,0.3649003796708371,0.11751396440612587,-0.21904698824637356,0.08778911861019649,0023-04-24 19:08:51,10.0,3710.0,-200.0,1200.0,960.0,1750.0,15.0,21.0,93.3333333333333,85.7142857142857,100.0,4.0,A,-0.195677591597851
P011,T04,10.0,1.41,3.38,183.1,5.0,A,0.8796267475025636,1.4770487243883548,5.215479088239032,-0.8796267475025636,-1.4770487243883548,-5.215479088239032,1.043375318973579,-0.4565003830830955,-0.20870820657530142,0.12605557643839405,0023-04-26 18:47:28,6.0,4420.0,-150.0,950.0,1120.0,2500.0,13.0,22.0,92.3076923076923,95.4545454545455,140.0,5.0,A,0.125083476761633
P011,T05,2.0,1.41,3.1,189.89,6.0,A,0.8796267475025636,1.410986973710262,5.2516973459128105,-0.8796267475025636,-1.410986973710262,-5.2516973459128105,1.043375318973579,-0.08952817358487228,-0.27332210669179646,0.22684167956563675,0023-05-04 19:08:53,6.0,4870.0,-150.0,1150.0,1120.0,2750.0,17.0,22.0,82.3529411764706,95.4545454545455,161.0,6.0,A,0.328382745440178
P011,T06,10.0,1.64,3.11,180.66,7.0,A,0.9707789171582247,1.413423028508143,5.2021368080740675,-0.9707789171582247,-1.413423028508143,-5.2021368080740675,0.8008441892965611,-0.10306042791451109,-0.18490538409636484,0.1709594590952284,0023-05-05 18:43:20,5.0,5490.0,-300.0,800.0,990.0,4000.0,13.0,19.0,84.6153846153846,100.0,217.0,7.0,A,0.608483960063953
P011,T07,7.0,1.81,3.67,140.19,8.0,A,1.0331844833456545,1.541159071680806,4.950106501021434,-1.0331844833456545,-1.541159071680806,-4.950106501021434,0.6347999522504574,-0.8126325708637488,0.26472036082229383,0.02896258073633412,0023-05-09 18:39:34,10.0,5790.0,-450.0,600.0,890.0,4750.0,11.0,20.0,81.8181818181818,85.0,257.0,8.0,A,0.74401680584965
P011,T08,5.0,1.62,3.15,151.94,9.0,A,0.9631743177730056,1.423108334242607,5.030045687616079,-0.9631743177730056,-1.423108334242607,-5.030045687616079,0.8210779597773477,-0.1568621817063718,0.12210768562008996,0.2621078212303553,0023-05-10 18:14:40,2.0,6270.0,-350.0,800.0,1070.0,4750.0,16.0,21.0,68.75,95.2380952380952,251.0,9.0,A,0.960869359106766
P011,T09,6.0,1.22,3.55,210.02,10.0,A,0.797507195884188,1.5151272329628591,5.351952915713946,-0.797507195884188,-1.5151272329628591,-5.351952915713946,1.2618731089637913,-0.668026028143193,-0.4521795059515862,0.047222524956337386,0023-05-15 18:48:24,6.0,7080.0,-300.0,1350.0,1030.0,5000.0,20.0,20.0,85.0,95.0,288.0,10.0,A,1.32680804272815
P011,T10,3.0,1.0,3.0,224.33,11.0,A,0.6931471805599453,1.3862943611198906,5.41756599436603,-0.6931471805599453,-1.3862943611198906,-5.41756599436603,1.5395467233748723,0.04763898452947094,-0.5692341955655172,0.3393171707796087,0023-05-16 17:54:51,3.0,6790.0,-300.0,400.0,940.0,5750.0,10.0,21.0,80.0,85.7142857142857,305.0,11.0,A,1.19579295846864
P012,E1,5.0,4.46,3.25,189.9,1.0,B,1.6974487897568136,1.4469189829363254,5.251749730731702,-1.6974487897568136,-1.4469189829363254,-5.251749730731702,-1.1326266844013408,-0.2891300412624682,-0.2734155619729966,-0.5650574292122685,0023-04-17 16:05:46,6.0,3640.0,-350.0,800.0,940.0,2250.0,13.0,22.0,76.9230769230769,86.3636363636364,129.0,1.0,B,-0.22730192228118
P012,E2,3.0,2.43,2.15,171.01,12.0,B,1.2325602611778486,1.1474024528375417,5.1475526146582995,-1.2325602611778486,-1.1474024528375417,-5.1475526146582995,0.10431523849605412,1.3746805859669622,-0.08752638665609488,0.4638231459356405,0023-06-02 11:10:47,5.0,10155.0,-135.0,700.0,1090.0,8500.0,12.0,20.0,100.0,100.0,411.0,12.0,B,2.71601971203155
P012,E3,5.0,1.9,2.49,240.14,13.0,B,1.0647107369924282,1.2499017362143359,5.485377677689165,-1.0647107369924282,-1.2499017362143359,-5.485377677689165,0.550917166571078,0.8052983321412206,-0.6902112279903725,0.22200142357397543,0023-07-04 16:05:32,5.0,9830.0,-400.0,600.0,880.0,8750.0,13.0,18.0,92.3076923076923,94.4444444444444,430.0,13.0,B,2.56919246243037
P012,T01,10.0,2.44,2.64,171.53,2.0,B,1.235471471385307,1.2919836816486494,5.150571134393773,-1.235471471385307,-1.2919836816486494,-5.150571134393773,0.09656929999552924,0.571533644746479,-0.09291146990455681,0.19173049161248382,0023-04-25 19:11:25,9.0,4560.0,-350.0,400.0,1010.0,3500.0,12.0,22.0,66.6666666666667,86.3636363636364,188.0,2.0,B,0.188332138128291
P012,T02,1.0,2.79,2.68,133.82,3.0,B,1.332366019094335,1.3029127521808397,4.903940555425293,-1.332366019094335,-1.3029127521808397,-4.903940555425293,-0.1612407357303156,0.5108227928572663,0.34708108132962673,0.23222104615219244,0023-05-03 11:43:14,8.0,6285.0,-335.0,250.0,1120.0,5250.0,16.0,21.0,43.75,100.0,262.0,3.0,B,0.967646001396051
P012,T03,1.0,1.87,2.73,108.79,4.0,B,1.0543120297715298,1.3164082336557241,4.698569450246641,-1.0543120297715298,-1.3164082336557241,-4.698569450246641,0.5785852979934267,0.43585555986319713,0.7134661293446476,0.5759689957337571,0023-05-05 15:28:41,7.0,7050.0,-100.0,750.0,1150.0,5250.0,17.0,22.0,64.7058823529412,100.0,277.0,4.0,B,1.31325475814958
P012,T04,8.0,1.65,2.91,142.5,5.0,B,0.9745596399981308,1.3635373739972745,4.966335035199676,-0.9745596399981308,-1.3635373739972745,-4.966335035199676,0.7907847141922165,0.1740537670653271,0.2357684190730576,0.4002023001102004,0023-05-10 11:36:57,3.0,8170.0,0.0,500.0,1170.0,6500.0,12.0,22.0,75.0,100.0,332.0,5.0,B,1.81924404908285
